XID,Product_Name,Product_Number,Product_URL,Product_SKU,Product_Inventory_Link,Product_Inventory_Status,Product_Inventory_Quantity,Product_IsHazmat,Product_IsCloseOut,Description,Summary,Prod_Image,Catalog_Information,Product_Type,Category,DoNotUse_ASI_Categories,Keywords,Product_Color,Material,Size_Group,Size_Values,Shape,Theme,Tradename,Origin,Option_Type,Option_Name,Option_Values,Can_order_only_one,Req_for_order,Option_Additional_Info,Imprint_Method,Linename,Artwork,Imprint_Color,Sold_Unimprinted,Personalization,Imprint_Size,Imprint_Location,Additional_Color,Additional_Location,Product_Sample,Spec_Sample,Production_Time,Rush_Service,Rush_Time,Same_Day_Service,Packaging,Shipping_Items,Shipping_Dimensions,Shipping_Weight,Shipper_Bills_By,Shipping_Info,Ship_Plain_Box,Free_Shipping,Comp_Cert,Product_Data_Sheet,Prop65Applicable,Prop65Warnings,Prop65Chemicals,Prop65AdditionalInfo,Safety_Warnings,Additional_Info,Distributor_Only,Disclaimer,Base_Price_Name,Base_Price_Criteria_1,Base_Price_Criteria_2,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,Product_Number_Price,Price_Includes,QUR_Flag,Sequence,Currency,Always_Free_Setup,Less_Than_Min,Price_Type,Upcharge_Name,Upcharge_Criteria_1,Upcharge_Criteria_2,Upcharge_Type,Upcharge_Level,Service_Charge,UQ1,UQ2,UQ3,UQ4,UQ5,UQ6,UQ7,UQ8,UQ9,UQ10,UP1,UP2,UP3,UP4,UP5,UP6,UP7,UP8,UP9,UP10,UD1,UD2,UD3,UD4,UD5,UD6,UD7,UD8,UD9,UD10,Upcharge_Details,U_QUR_Flag,Confirmed_Thru_Date,Product_Number_Criteria_1,Product_Number_Criteria_2,Product_Number_Other,SKU_Criteria_1,SKU_Criteria_2,SKU_Criteria_3,SKU_Criteria_4,SKU,Inventory_Link,Inventory_Status,Inventory_Quantity,IsHazmat,IsCloseOut,Related_Products,Distributor_View_Only,Carrier_Information,Item_Weight,Warranty,Battery,Market_Segment,Industry_Segment,SEO_FLG,UPC_Code,Additional_Imprint_Information,Item_Assembled,Delivery_Option,Do_Not_Use,Product_Status,Workflow_Status,DoNotUse_Workflow_Status_Reason,Operation,Product_Effective_Date,Product_End_Date,Last_Updated_Date
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Letter Opener Slitter,AD0276,https://images46.fotki.com/v1682/photos/2/4164902/16544122/AD0276-vi.jpg,,,,,Unspecified ,,"Come and see our amazing products. The letter opener will be a good tool to open the envelopes and Express packages. It is made of PS, durable and easy to take. Printing your logos and brands on the opener will be a great promotional gift for staffs in offices and students in schools. Pls confirm with us about 
the packing info, stock color and exact production time before 
placing your order.",Letter Opener Slitter,,,Tools & Hardware,Letter Openers-Blade & Razor Type,, ,"Medium White=White,Medium Black=Black,Medium Gray=Gray,Medium Blue=Blue,Medium Purple=Purple,Medium Red=Red,Medium Orange=Orange,Medium Brown=Brown",Other=Plastic ,Other,2.95 " x 1.77 " , , ,,CHINA,,,,,,,Other=Laser/Silkscreen ,,,Up to 2 colors ,Y ,, , ,,,,,15-25,Y ,13:,,"Case,Poly Bag ",50:per Case ,18.11:in;16.54:in;12.99:in,,,,,Y ,,,,,,,,,,,,,,500,1000,2000,3000,5000,8000,10000,50000,,,1.232,0.988,0.886,0.758,0.747,0.732,0.718,0.422,,,R ,R ,R ,R ,R ,R ,R ,R ,R ,R ,,shipping by Sea over 2000 pieces ,,1,USD ,N ,,List ,Silkscreen ,IMMD:Silkscreen , ,Set-up Charge ,Per Order ,Required ,1,,,,,,,,,,,,,,,,,,,,Z ,,,,,,,,,,"One color,one side,one location printing. ",,,,,,,,,,,,,,,,,N ,"FedEx International Priority,UPS Worldwide Expedited,UPS Worldwide Express ",,,,"CANALL,USAALL ",,N,,,Unspecified ,E-commerce ready ,,Active ,None ,None ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Push Pop Silicone Bracelet,AD0277,https://images14.fotki.com/v1683/photos/2/4164902/16544122/AD0277-vi.jpg,,,,,Unspecified ,,"Come and see our amazing products. The silicone push pop band is colorful and interesting. They are soft and flexible, waterproof and durable. The band can be adjustable with 4 levels. Pressing and making popping sounds, good for adults, children reducing stress. Custom logos are available. Pls confirm with us about 
the packing info, stock color and exact production time before 
placing your order.",Push Pop Silicone Bracelet,,,"Toys, Games, & Novelties","ARM BANDS,Stress Relievers-General",, ,"Medium White=White,Medium Black=Black,Medium Gray=Gray,Medium Blue=Blue,Medium Purple=Purple,Medium Red=Red,Medium Orange=Orange,Medium Brown=Brown",Other=Silicone ,Other,10 " x 1.73 " x 0.32 " , , ,,CHINA,,,,,,,Other=Laser/Silkscreen ,,,Up to 2 colors ,Y ,, , ,,,,,15-25,Y ,13:,,"Case,Poly Bag ",50:per Case ,18.11:in;16.54:in;12.99:in,,,,,Y ,,,,,,,,,,,,,,100,500,2000,5000,10000,20000,,,,,3.22,3.04,2.53,1.75,0.78,0.58,,,,,R ,R ,R ,R ,R ,R ,R ,R ,R ,R ,,Over 5000 pieces by Sea ,,1,USD ,N ,,List ,Silkscreen ,IMMD:Silkscreen , ,Set-up Charge ,Per Order ,Required ,1,,,,,,,,,,,,,,,,,,,,Z ,,,,,,,,,,"One color,one side,one location printing. ",,,,,,,,,,,,,,,,,N ,"FedEx International Priority,UPS Worldwide Expedited,UPS Worldwide Express ",,,,"CANALL,USAALL ",,N,,,Unspecified ,E-commerce ready ,,Active ,None ,None ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Badminton Racket Sports Key chain,AD0278,https://images12.fotki.com/v1686/photos/2/4164902/16544122/AD0278-vi.jpg,,,,,Unspecified ,,"Come and see our amazing products. With a metal racket and PVC ball, this key chain of badminton racket shape are good for sports promotion and will be a great giveaway with your brand on it. With a key ring, it can hang on bags, backpacks, key chains and more. Custom logo is available. Pls confirm with us about 
the packing info, stock color and exact production time before 
placing your order.",Badminton Racket Sports Key chain,,,"Sports, Fitness, & Outdoors","Key Chains-Metal,SPORTS MEMORABILIA",, ,"Medium White=White,Medium Black=Black,Medium Gray=Gray,Medium Blue=Blue,Medium Purple=Purple,Medium Red=Red,Medium Orange=Orange,Medium Brown=Brown",Other=Metal ,Other,0.98 " x 3.15 " , , ,,CHINA,,,,,,,Other=Laser/Silkscreen ,,,Up to 2 colors ,Y ,, , ,,,,,15-25,Y ,13:,,"Case,Poly Bag ",50:per Case ,18.11:in;16.54:in;12.99:in,,,,,Y ,,,,,,,,,,,,,,500,1000,3000,5000,8000,10000,50000,,,,1.983,1.669,1.372,1.283,1.175,1.012,0.855,,,,R ,R ,R ,R ,R ,R ,R ,R ,R ,R ,,"1 color and 1 location imprint, shipping by Sea over 1000 pieces ",,1,USD ,N ,,List ,Silkscreen ,IMMD:Silkscreen , ,Set-up Charge ,Per Order ,Required ,1,,,,,,,,,,,,,,,,,,,,Z ,,,,,,,,,,"One color,one side,one location printing. ",,,,,,,,,,,,,,,,,N ,"FedEx International Priority,UPS Worldwide Expedited,UPS Worldwide Express ",,,,"CANALL,USAALL ",,N,,,Unspecified ,E-commerce ready ,,Active ,None ,None ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Reflective Vest for Night Running,AD0279,https://images15.fotki.com/v1685/photos/2/4164902/16544122/AD0279-vi.jpg,,,,,Unspecified ,,"Come and see our amazing products. The vest is made of polyester elastic band reflective material. Great for those working outside at night or who like to run at night. It features reflective bands, high visibility and reflectivity, which can reflect lights and keep you safe at night. With adjustable straps, it fits most people. Custom logo is available. Pls confirm with us about 
the packing info, stock color and exact production time before 
placing your order.",Reflective Vest for Night Running,,,Apparel & Outerwear,Vests-Safety,, ,"Medium White=White,Medium Black=Black,Medium Gray=Gray,Medium Blue=Blue,Medium Purple=Purple,Medium Red=Red,Medium Orange=Orange,Medium Brown=Brown",Other=Mesh ,Other,8.85 " x 1.57 " , , ,,CHINA,,,,,,,Other=Laser/Silkscreen ,,,Up to 2 colors ,Y ,, , ,,,,,15-25,Y ,13:,,"Case,Poly Bag ",50:per Case ,18.11:in;16.54:in;12.99:in,,,,,Y ,,,,,,,,,,,,,,500,1000,2000,3000,5000,8000,10000,,,,4.132,3.875,2.919,2.862,2.753,2.675,2.453,,,,R ,R ,R ,R ,R ,R ,R ,R ,R ,R ,,Shipping by Sea over 1000 pieces ,,1,USD ,N ,,List ,Silkscreen ,IMMD:Silkscreen , ,Set-up Charge ,Per Order ,Required ,1,,,,,,,,,,,,,,,,,,,,Z ,,,,,,,,,,"One color,one side,one location printing. ",,,,,,,,,,,,,,,,,N ,"FedEx International Priority,UPS Worldwide Expedited,UPS Worldwide Express ",,,,"CANALL,USAALL ",,N,,,Unspecified ,E-commerce ready ,,Active ,None ,None ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Knee High Sports Socks,AD0280,https://images12.fotki.com/v1686/photos/2/4164902/16544122/AD0280-vi.jpg,,,,,Unspecified ,,"Come and see our amazing products. The sports socks are made of polyester and spandex. The socks is unisex and the size of these socks will fit for adults and children. There are some colors can be chosen,such as white, black, blue, red, yellow or customized. Good for sports and sports events. Custom logo is available. Pls confirm with us about 
the packing info, stock color and exact production time before 
placing your order.",Knee High Sports Socks,,,"Sports, Fitness, & Outdoors",SOCKS,, ,"Medium White=White,Medium Black=Black,Medium Gray=Gray,Medium Blue=Blue,Medium Purple=Purple,Medium Red=Red,Medium Orange=Orange,Medium Brown=Brown",Other=Spandex ,Other,7.87 " x 17.71 " , , ,,CHINA,,,,,,,Other=Laser/Silkscreen ,,,Up to 2 colors ,Y ,, , ,,,,,15-25,Y ,13:,,"Case,Poly Bag ",50:per Case ,18.11:in;16.54:in;12.99:in,,,,,Y ,,,,,,,,,,,,,,200,500,1000,3000,5000,,,,,,5.23,5.12,4.74,4.21,2.42,,,,,,R ,R ,R ,R ,R ,R ,R ,R ,R ,R ,,1 color and 1 location imprint over 1000 pairs ,,1,USD ,N ,,List ,Silkscreen ,IMMD:Silkscreen , ,Set-up Charge ,Per Order ,Required ,1,,,,,,,,,,,,,,,,,,,,Z ,,,,,,,,,,"One color,one side,one location printing. ",,,,,,,,,,,,,,,,,N ,"FedEx International Priority,UPS Worldwide Expedited,UPS Worldwide Express ",,,,"CANALL,USAALL ",,N,,,Unspecified ,E-commerce ready ,,Active ,None ,None ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Beach Towel Bag,AD0281,https://images49.fotki.com/v1680/photos/2/4164902/16544122/AD0281-vi.jpg,,,,,Unspecified ,,"Come and see our amazing products. The towel is made from 100% polyester material, softness and absorbency.  It keeps you warm, and is perfect for catching some rays. Create a custom look for your campaign with an array of colors and styles. This size is 30"" x 60"" towel dries you off and the size can also be customized. Pls confirm with us about 
the packing info, stock color and exact production time before 
placing your order.",Beach Towel Bag,,,"Sports, Fitness, & Outdoors","Towels-Beach,Towels-Sports",, ,"Medium White=White,Medium Black=Black,Medium Gray=Gray,Medium Blue=Blue,Medium Purple=Purple,Medium Red=Red,Medium Orange=Orange,Medium Brown=Brown",Other=Polyester ,Other,60 " x 30 " , , ,,CHINA,,,,,,,Other=Laser/Silkscreen ,,,Up to 2 colors ,Y ,, , ,,,,,15-25,Y ,13:,,"Case,Poly Bag ",50:per Case ,18.11:in;16.54:in;12.99:in,,,,,Y ,,,,,,,,,,,,,,500,1000,2000,3000,4000,5000,,,,,14.5,13.05,12.92,12.83,12.71,12.62,,,,,R ,R ,R ,R ,R ,R ,R ,R ,R ,R ,,"1 color and 1 location imprint, shipping by Sea ",,1,USD ,N ,,List ,Silkscreen ,IMMD:Silkscreen , ,Set-up Charge ,Per Order ,Required ,1,,,,,,,,,,,,,,,,,,,,Z ,,,,,,,,,,"One color,one side,one location printing. ",,,,,,,,,,,,,,,,,N ,"FedEx International Priority,UPS Worldwide Expedited,UPS Worldwide Express ",,,,"CANALL,USAALL ",,N,,,Unspecified ,E-commerce ready ,,Active ,None ,None ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Children Cape with Mask,AD0282,https://images12.fotki.com/v1686/photos/2/4164902/16544122/AD0282-vi.jpg,,,,,Unspecified ,,"Come and see our amazing products. The cape is made of satin fabric, soft and comfortable. With the mask, children can dress up their favorite characters, suitable for festivals, holidays, parties and Drama performance. Color and size can be customized. Your brand and logo are welcomed. Pls confirm with us about 
the packing info, stock color and exact production time before 
placing your order.",Children Cape with Mask,,,"Baby, Toddler, & Child Items","DECORATIONS,PERFORMANCE APPAREL",, ,"Medium White=White,Medium Black=Black,Medium Gray=Gray,Medium Blue=Blue,Medium Purple=Purple,Medium Red=Red,Medium Orange=Orange,Medium Brown=Brown",Other=Satin Fabric ,Other,27.5 " x 27.5 " , , ,,CHINA,,,,,,,Other=Laser/Silkscreen ,,,Up to 2 colors ,Y ,, , ,,,,,15-25,Y ,13:,,"Case,Poly Bag ",50:per Case ,18.11:in;16.54:in;12.99:in,,,,,Y ,,,,,,,,,,,,,,500,1000,2000,3000,5000,8000,10000,30000,,,2.824,2.653,2.362,2.137,2.023,1.982,1.738,1.566,,,R ,R ,R ,R ,R ,R ,R ,R ,R ,R ,,Shipping by Sea over 1000 pieces ,,1,USD ,N ,,List ,Silkscreen ,IMMD:Silkscreen , ,Set-up Charge ,Per Order ,Required ,1,,,,,,,,,,,,,,,,,,,,Z ,,,,,,,,,,"One color,one side,one location printing. ",,,,,,,,,,,,,,,,,N ,"FedEx International Priority,UPS Worldwide Expedited,UPS Worldwide Express ",,,,"CANALL,USAALL ",,N,,,Unspecified ,E-commerce ready ,,Active ,None ,None ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mini Desktop Vacuum Cleaner,AD0283,https://images12.fotki.com/v1686/photos/2/4164902/16544122/AD0283-vi.jpg,,,,,Unspecified ,,"Come and see our amazing products. The cleaner is made of ABS, lightweight a and durable. Small but with commendable suction power. It will keep your desktop clean at any time with the mini style. Custom logo is available. There are 2 version of this cleaner, the battery version and a rechargeable version. The price below is for battery version. Pls confirm with us about 
the packing info, stock color and exact production time before 
placing your order.",Mini Desktop Vacuum Cleaner,,,Tools & Hardware,"BROOMS-MOPS & VACUUMS,CLEANERS",, ,"Medium White=White,Medium Black=Black,Medium Gray=Gray,Medium Blue=Blue,Medium Purple=Purple,Medium Red=Red,Medium Orange=Orange,Medium Brown=Brown",Other=Abs ,Other,3.15 " x 3.15 " x 2.16 " , , ,,CHINA,,,,,,,Other=Laser/Silkscreen ,,,Up to 2 colors ,Y ,, , ,,,,,15-25,Y ,13:,,"Case,Poly Bag ",50:per Case ,18.11:in;16.54:in;12.99:in,,,,,Y ,,,,,,,,,,,,,,500,1000,2000,3000,5000,8000,10000,50000,,,8.153,7.876,6.543,6.387,6.272,6.198,5.879,4.325,,,R ,R ,R ,R ,R ,R ,R ,R ,R ,R ,,"1 color and 1 location imprint, shipping by Sea over 1000pcs ",,1,USD ,N ,,List ,Silkscreen ,IMMD:Silkscreen , ,Set-up Charge ,Per Order ,Required ,1,,,,,,,,,,,,,,,,,,,,Z ,,,,,,,,,,"One color,one side,one location printing. ",,,,,,,,,,,,,,,,,N ,"FedEx International Priority,UPS Worldwide Expedited,UPS Worldwide Express ",,,,"CANALL,USAALL ",,N,,,Unspecified ,E-commerce ready ,,Active ,None ,None ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16 oz. Double-layer Plastic Skinny Cup,AD0284,https://images49.fotki.com/v1679/photos/2/4164902/16544122/AD0284-vi.jpg,,,,,Unspecified ,,"Come and see our amazing products. The water cup is made of AS. It will keep the drink cold and also can keep them warm. So many colors are available. It will be a great giveaway with your brands and logos. Pls confirm with us about 
the packing info, stock color and exact production time before 
placing your order.",16 oz. Double-layer Plastic Skinny Cup,,,Drinkware,"Cups-Plastic,STADIUM CUPS",, ,"Medium White=White,Medium Black=Black,Medium Gray=Gray,Medium Blue=Blue,Medium Purple=Purple,Medium Red=Red,Medium Orange=Orange,Medium Brown=Brown",Other=As ,Other,2.83 " x 2.83 " x 8.38 " , , ,,CHINA,,,,,,,Other=Laser/Silkscreen ,,,Up to 2 colors ,Y ,, , ,,,,,15-25,Y ,13:,,"Case,Poly Bag ",50:per Case ,18.11:in;16.54:in;12.99:in,,,,,Y ,,,,,,,,,,,,,,100,300,800,1500,3000,5000,,,,,12.32,12.03,6.33,5.88,5.64,4.87,,,,,R ,R ,R ,R ,R ,R ,R ,R ,R ,R ,,"1 color and 1 location imprint, shipping by Sea over 800 pieces ",,1,USD ,N ,,List ,Silkscreen ,IMMD:Silkscreen , ,Set-up Charge ,Per Order ,Required ,1,,,,,,,,,,,,,,,,,,,,Z ,,,,,,,,,,"One color,one side,one location printing. ",,,,,,,,,,,,,,,,,N ,"FedEx International Priority,UPS Worldwide Expedited,UPS Worldwide Express ",,,,"CANALL,USAALL ",,N,,,Unspecified ,E-commerce ready ,,Active ,None ,None ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Night Running Reflective Vest,AD0285,https://images15.fotki.com/v1685/photos/2/4164902/16544122/AD0285-vi.jpg,,,,,Unspecified ,,"Come and see our amazing products. The vest is made of breathable flexible mesh fabric. It features reflective bands, high visibility and reflectivity, which can reflect lights and keep you safe at night. With adjustable waist straps, it fits most people. Great for those working outside at night or who like to run at night. Your logo and brand are welcomed. Pls confirm with us about 
the packing info, stock color and exact production time before 
placing your order.",Night Running Reflective Vest,,,Apparel & Outerwear,Vests-Safety,, ,"Medium White=White,Medium Black=Black,Medium Gray=Gray,Medium Blue=Blue,Medium Purple=Purple,Medium Red=Red,Medium Orange=Orange,Medium Brown=Brown",Other=Mesh ,Other,22.04 " x 20.68 " , , ,,CHINA,,,,,,,Other=Laser/Silkscreen ,,,Up to 2 colors ,Y ,, , ,,,,,15-25,Y ,13:,,"Case,Poly Bag ",50:per Case ,18.11:in;16.54:in;12.99:in,,,,,Y ,,,,,,,,,,,,,,500,1000,2000,3000,5000,8000,10000,,,,8.547,8.231,5.623,5.424,4.987,4.882,3.542,,,,R ,R ,R ,R ,R ,R ,R ,R ,R ,R ,,Shipping by Sea over 1000 pieces ,,1,USD ,N ,,List ,Silkscreen ,IMMD:Silkscreen , ,Set-up Charge ,Per Order ,Required ,1,,,,,,,,,,,,,,,,,,,,Z ,,,,,,,,,,"One color,one side,one location printing. ",,,,,,,,,,,,,,,,,N ,"FedEx International Priority,UPS Worldwide Expedited,UPS Worldwide Express ",,,,"CANALL,USAALL ",,N,,,Unspecified ,E-commerce ready ,,Active ,None ,None ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5 in 1 Highlighter Pen,AD0286,https://images46.fotki.com/v1682/photos/2/4164902/16544122/AD0286-vi.jpg,,,,,Unspecified ,,"Come and see our amazing products. The pen is made of ABS, functional and durable, great for staffs and students. Each pen features four ink color ballpoint pens, black, blue, green and red and a highlighter, the highlighter ink color matching  the body color. It will be a great giveaway for academic activities and trade show with your brand. Pls confirm with us about 
the packing info, stock color and exact production time before 
placing your order.",5 in 1 Highlighter Pen,,,Writing Instruments,"HIGHLIGHTERS,Pens-Ballpoint-With Highlighter",, ,"Medium White=White,Medium Black=Black,Medium Gray=Gray,Medium Blue=Blue,Medium Purple=Purple,Medium Red=Red,Medium Orange=Orange,Medium Brown=Brown",Other=Plastic ,Other,0.45 " x 0.45 " x 5.9 " , , ,,CHINA,,,,,,,Other=Laser/Silkscreen ,,,Up to 2 colors ,Y ,, , ,,,,,15-25,Y ,13:,,"Case,Poly Bag ",50:per Case ,18.11:in;16.54:in;12.99:in,,,,,Y ,,,,,,,,,,,,,,1000,2000,3000,5000,8000,10000,50000,,,,0.475,0.458,0.407,0.392,0.364,0.341,0.186,,,,R ,R ,R ,R ,R ,R ,R ,R ,R ,R ,,Shipping by Sea over 2000 pieces ,,1,USD ,N ,,List ,Silkscreen ,IMMD:Silkscreen , ,Set-up Charge ,Per Order ,Required ,1,,,,,,,,,,,,,,,,,,,,Z ,,,,,,,,,,"One color,one side,one location printing. ",,,,,,,,,,,,,,,,,N ,"FedEx International Priority,UPS Worldwide Expedited,UPS Worldwide Express ",,,,"CANALL,USAALL ",,N,,,Unspecified ,E-commerce ready ,,Active ,None ,None ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Auto Phone Holder,AD0287,https://images20.fotki.com/v1638/photos/2/4164902/16544122/AD0287-vi.jpg,,,,,Unspecified ,,"Come and see our amazing products. The phone holder is made of ABS and EVA, this flexible phone cradle clamp absorbs all shocks and avoids phone surface scratches. With the sucker, it can be attached to the desktop of the car. Various angles can be adjusted at will. Your brand and logo are welcomed. Pls confirm with us about 
the packing info, stock color and exact production time before 
placing your order.",Auto Phone Holder,,,Automotive Accessories,"AUTO ACCESSORIES,Mobile Accessories-Stands & Holders",, ,"Medium White=White,Medium Black=Black,Medium Gray=Gray,Medium Blue=Blue,Medium Purple=Purple,Medium Red=Red,Medium Orange=Orange,Medium Brown=Brown",Other=Abs ,Other,4.48 " x 4.33 " x 4.01 " , , ,,CHINA,,,,,,,Other=Laser/Silkscreen ,,,Up to 2 colors ,Y ,, , ,,,,,15-25,Y ,13:,,"Case,Poly Bag ",50:per Case ,18.11:in;16.54:in;12.99:in,,,,,Y ,,,,,,,,,,,,,,500,1000,2000,3000,5000,8000,10000,50000,,,3.538,3.125,2.884,2.654,2.437,2.212,1.998,1.875,,,R ,R ,R ,R ,R ,R ,R ,R ,R ,R ,,"1 color and 1 location imprint, shipping by Sea over 2000 pieces ",,1,USD ,N ,,List ,Silkscreen ,IMMD:Silkscreen , ,Set-up Charge ,Per Order ,Required ,1,,,,,,,,,,,,,,,,,,,,Z ,,,,,,,,,,"One color,one side,one location printing. ",,,,,,,,,,,,,,,,,N ,"FedEx International Priority,UPS Worldwide Expedited,UPS Worldwide Express ",,,,"CANALL,USAALL ",,N,,,Unspecified ,E-commerce ready ,,Active ,None ,None ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Folding Brush With Mirror,AD0288,https://images34.fotki.com/v1681/photos/2/4164902/16544122/AD0288-vi.jpg,,,,,Unspecified ,,"Come and see our amazing products. The mirror is made of PP plastic. Measuring 4"" W x 1 3/4"" H in size, this item is small enough to fit in your pocket or purse. Many colors can be chosen. It is a great giveaway with your brand and logo. Pls confirm with us about 
the packing info, stock color and exact production time before 
placing your order.",Folding Brush With Mirror,,,Tools & Hardware,"COMBS,Mirrors-General",, ,"Medium White=White,Medium Black=Black,Medium Gray=Gray,Medium Blue=Blue,Medium Purple=Purple,Medium Red=Red,Medium Orange=Orange,Medium Brown=Brown",Other=Pp ,Other,4.25 " x 1.65 " x 1.18 " , , ,,CHINA,,,,,,,Other=Laser/Silkscreen ,,,Up to 2 colors ,Y ,, , ,,,,,15-25,Y ,13:,,"Case,Poly Bag ",50:per Case ,18.11:in;16.54:in;12.99:in,,,,,Y ,,,,,,,,,,,,,,500,1000,2000,3000,5000,10000,,,,,1.72,1.51,1.32,1.26,1.22,0.85,,,,,R ,R ,R ,R ,R ,R ,R ,R ,R ,R ,,"1 color and 1 location imprint, shipping by Sea over 2000 pieces ",,1,USD ,N ,,List ,Silkscreen ,IMMD:Silkscreen , ,Set-up Charge ,Per Order ,Required ,1,,,,,,,,,,,,,,,,,,,,Z ,,,,,,,,,,"One color,one side,one location printing. ",,,,,,,,,,,,,,,,,N ,"FedEx International Priority,UPS Worldwide Expedited,UPS Worldwide Express ",,,,"CANALL,USAALL ",,N,,,Unspecified ,E-commerce ready ,,Active ,None ,None ,,,,
